1446.25	25.974747352	197.48
7073.125	25.4235987814	269.59
14214.2727272727	86.7568083879	337.3618181818
21368.25	113.2472405845	398.91375
28434.875	139.3605373662	458.19625
71190	133.8133027767	793.0033333333
